"","SV, tau=0","SV, tau=0.025","SV, tau=0.05","SV, tau=0.075","SV, tau=0.1","SV, tau=0.125","SV, tau=0.15","SV, tau=0.175","SV, tau=0.2","SV, tau=0.225","SV, tau=0.25","SV, tau=0.275","SV, tau=0.3","SV, tau=0.325","SV, tau=0.35","SV, tau=0.375","SV, tau=0.4","SV, tau=0.425","SV, tau=0.45","SV, tau=0.475","SV, tau=0.5","SV, tau=0.525","SV, tau=0.55","SV, tau=0.575","SV, tau=0.6","SV, tau=0.625","SV, tau=0.65","SV, tau=0.675","SV, tau=0.7","SV, tau=0.725","SV, tau=0.75","SV, tau=0.775","SV, tau=0.8","SV, tau=0.825","SV, tau=0.85","SV, tau=0.875","SV, tau=0.9","SV, tau=0.925","SV, tau=0.95","SV, tau=0.975","SV, tau=1"
"3776",0.171,0.709,0.789,0.711,0.78,0.651,0.01,0.23,0.977,0.333,0.006,0.94,0.056,0.003,0.026,0,0.016,0.194,0.036,0.24,0.04,0.01,0,0.01,0.005,0.145,0.004,0,0,0,0,0.003,0,0.104,0.021,0,0.005,0.002,0.05,0,0.002
"3777",0.257,0.531,0.138,0.375,0.621,0.098,0.151,0.169,0.229,0.65,0.001,0.06,0.002,0.001,0.071,0.265,0.007,0.162,0.013,0.017,0.013,0.023,0,0.002,0.1,0.002,0.007,0,0.079,0.001,0,0,0,0,0.001,0.01,0,0.01,0.013,0,0
"3778",0.494,0.743,0.21,0.93,0.933,0.053,0.004,0.73,0.463,0.059,0.005,0.202,0.627,0.136,0.036,0.205,0.023,0.155,0.007,0.006,0.017,0,0,0.02,0,0.044,0.006,0.005,0.002,0.048,0,0.018,0,0.001,0.001,0,0,0.002,0,0,0.013
"3779",0.624,0.808,0.411,0.015,0.715,0.807,0.001,0.067,0.66,0.213,0.1,0.019,0.021,0.099,0.13,0.009,0.004,0,0.003,0,0.06,0.001,0,0,0,0,0.01,0.002,0,0,0.002,0,0,0.052,0,0.002,0.001,0,0,0.013,0.001
"3780",0.205,0.31,0.143,0.855,0.929,0.692,0.627,0.053,0.578,0.923,0.14,0,0.005,0.077,0.017,0.003,0.028,0.038,0.059,0.029,0,0.088,0.004,0,0.176,0.001,0.011,0.058,0.005,0,0.005,0.001,0.001,0.001,0.002,0,0,0,0.149,0,0
"3781",0.716,0.136,0.156,0.007,0.298,0.756,0.106,0.291,0.478,0.931,0.164,0.335,0.079,0.003,0.173,0.037,0.003,0.066,0.002,0.001,0,0.026,0,0.003,0.001,0.001,0,0.001,0,0,0.019,0.011,0,0.008,0,0,0.014,0,0,0,0.001
"3782",0.007,0.351,0.012,0.259,0.203,0.398,0.196,0.031,0,0.81,0.65,0.984,0.016,0,0.025,0.027,0.002,0.001,0,0.056,0.001,0.487,0.079,0.006,0,0.012,0.017,0,0.004,0.001,0,0.004,0,0.002,0.016,0.01,0.004,0.002,0,0,0.055
"3783",0.115,0.302,0.968,0.522,0.66,0.406,0.506,0.001,0.399,0.067,0.27,0.17,0.56,0.02,0.005,0.101,0.084,0.008,0.031,0.004,0.001,0.002,0.001,0,0.001,0,0.08,0.011,0.001,0.004,0.001,0,0.015,0,0.002,0,0.037,0.003,0.003,0,0.007
"3784",0.421,0.267,0.305,0.223,0.092,0.472,0.195,0.401,0.117,0.059,0.032,0.914,0.003,0,0.083,0.309,0.008,0.013,0.014,0.025,0.012,0.012,0,0.014,0,0.005,0,0.002,0.005,0.008,0.039,0,0,0.001,0,0,0.012,0,0,0.001,0.006
"3785",0.806,0.641,0.041,0.581,0.756,0.065,0.779,0.128,0.39,0.012,0.023,0.099,0.178,0.086,0,0.069,0,0,0,0.008,0.019,0,0.04,0.001,0.004,0,0.01,0.002,0,0.009,0,0.035,0,0,0.01,0,0,0,0,0.021,0
"3786",0.386,0.461,0.932,0.577,0.595,0.674,0.703,0.272,0.026,0.419,0.638,0.571,0.135,0.034,0.013,0.04,0,0,0,0,0.003,0.056,0.042,0.006,0.003,0.016,0.005,0.022,0.002,0.068,0,0,0,0,0.061,0,0,0,0,0,0
"3787",0.43,0.117,0.244,0.283,0.842,0.578,0.02,0.979,0.011,0.398,0.002,0.11,0.023,0.06,0.004,0.006,0.068,0,0.607,0.016,0.031,0.14,0.008,0.001,0.005,0.008,0.011,0.001,0.003,0.003,0,0,0,0.01,0.001,0.095,0,0,0.009,0,0
"3788",0.708,0.238,0.666,0.94,0.148,0.024,0.633,0.011,0.125,0.009,0,0.001,0.496,0.181,0.395,0,0,0.002,0.185,0,0.011,0.03,0,0.002,0.026,0.021,0.006,0.09,0.002,0,0,0,0.002,0,0.003,0,0.001,0.001,0.002,0.001,0.046
"3789",0.482,0.177,0.968,0.074,0.671,0.71,0.28,0.47,0.852,0.611,0.169,0.014,0.004,0.001,0.232,0,0.026,0.007,0.001,0.088,0.003,0,0,0.002,0.018,0.005,0.002,0.055,0.01,0.001,0,0.006,0,0.003,0.042,0.012,0.018,0.003,0,0,0.009
"3790",0.992,0.299,0.806,0.998,0.629,0.198,0.528,0.007,0.002,0.233,0.166,0.63,0.035,0.736,0.031,0.069,0.001,0.004,0,0,0.115,0.011,0,0.022,0,0.008,0.067,0,0,0,0,0.001,0.035,0.003,0.001,0.033,0,0.029,0,0.069,0
"3791",0.221,0.4,0.964,0.148,0.775,0.439,0.269,0.389,0.471,0.015,0.931,0.027,0.045,0.136,0.132,0.024,0.001,0.003,0.097,0.101,0.005,0.024,0.011,0.016,0.012,0.016,0.001,0.075,0.027,0,0.004,0,0,0.001,0,0.001,0,0.002,0.028,0.009,0
"3792",0.806,0.06,0.332,0.769,0.653,0.963,0.835,0.049,0.024,0.154,0.422,0.07,0,0.522,0.234,0.003,0.696,0.046,0.001,0.013,0.032,0,0.03,0,0.001,0.031,0.066,0.066,0.034,0,0.067,0,0,0,0,0.03,0.015,0,0.002,0,0
"3793",0.272,0.109,0.512,0.941,0.601,0.189,0.944,0.771,0.598,0.967,0.112,0.844,0.524,0.031,0.004,0.009,0.129,0.056,0.069,0.049,0,0.001,0.001,0,0.002,0.042,0,0.006,0.002,0,0.001,0.008,0,0,0,0.006,0.007,0.031,0,0,0
"3794",0.627,0.787,0.358,0.888,0.099,0.96,0.133,0.622,0.518,0.211,0.022,0.561,0.002,0,0.074,0.005,0.01,0.01,0,0,0.018,0.251,0.006,0.001,0.001,0.018,0,0.006,0,0.052,0.001,0.036,0,0,0.015,0.005,0,0.023,0.045,0.029,0.016
"3795",0.2,0.8,0.249,0.769,0.349,0.73,0.844,0.287,0.958,0.012,0.007,0.007,0.025,0.022,0,0.101,0.002,0,0.002,0.326,0.015,0,0.008,0.006,0.008,0.002,0.013,0.003,0.007,0.027,0.001,0.002,0,0.002,0.002,0.001,0,0,0.002,0.001,0.033
"3796",0.659,0.871,0.341,0.013,0.667,0.937,0.366,0.034,0.713,0.338,0.048,0.002,0.016,0.001,0.008,0.001,0.896,0.061,0.003,0.007,0,0,0,0.023,0.031,0.01,0,0.002,0,0,0.002,0,0.002,0,0.001,0,0,0,0,0.002,0
"3797",0.207,0.023,0.95,0.366,0.505,0.467,0.605,0.647,0.462,0.145,0.48,0.756,0.05,0.029,0.128,0.001,0.014,0.039,0.001,0.006,0.022,0.043,0.024,0.117,0.003,0,0,0.005,0,0,0.121,0.003,0.01,0,0,0,0,0,0.001,0,0.001
"3798",0.206,0.254,0.347,0.651,0.076,0.479,0.297,0.709,0.436,0.127,0.668,0.009,0.089,0.148,0.313,0.116,0.002,0.054,0.016,0,0,0.016,0.002,0.001,0.055,0,0,0.002,0.003,0.002,0.001,0.013,0.003,0.004,0,0.123,0,0,0,0.004,0.001
"3799",0.696,0.751,0.071,0.365,0.661,0.466,0.511,0.507,0.712,0.045,0.014,0.431,0.143,0.181,0.018,0.008,0.052,0.202,0.065,0.006,0.023,0,0.001,0.09,0,0.003,0.002,0.001,0.071,0,0,0,0.033,0.011,0,0.057,0.001,0.009,0,0.005,0.001
"3800",0.373,0.005,0.311,0.447,0.767,0.647,0.991,0,0.023,0.66,0.047,0.012,0.016,0.101,0.273,0.185,0.008,0.014,0.141,0.212,0.026,0,0.02,0.003,0.006,0.023,0.283,0.001,0.045,0.002,0.001,0,0.057,0,0.01,0.039,0.008,0.074,0.01,0,0
"3801",0.125,0.225,0.754,0.831,0.863,0.44,0.642,0.439,0.553,0.351,0.062,0.879,0.003,0.012,0.033,0.041,0.006,0.059,0.001,0,0.013,0.002,0.006,0.037,0.002,0,0.008,0,0.002,0,0.001,0,0.001,0.001,0.004,0,0.073,0.003,0.002,0.001,0
"3802",0.355,0.007,0.747,0.765,0.798,0.945,0.825,0.203,0.708,0.001,0.125,0.003,0.047,0.003,0.085,0.003,0.069,0.279,0.068,0.07,0.013,0,0.052,0.006,0,0.009,0.007,0.001,0,0,0,0,0.006,0.002,0.031,0.001,0.005,0,0,0.003,0
"3803",0.673,0.327,0.733,0.514,0.692,0.941,0.263,0.691,0.004,0.299,0.365,0.037,0.049,0.462,0.007,0.044,0.006,0.097,0,0,0.001,0.003,0.024,0.005,0,0,0.064,0,0.026,0,0.007,0.005,0.001,0,0,0.005,0,0,0,0.007,0.014
"3804",0.422,0.362,0.347,0.44,0.168,0.265,0.376,0.346,0.071,0.54,0.602,0.083,0.431,0.016,0.036,0.007,0,0.006,0,0.038,0.019,0.003,0,0.07,0.05,0.006,0.003,0,0.003,0.001,0,0,0,0.002,0.006,0.01,0,0,0,0.005,0.019
"3805",0.504,0.957,0.383,0.207,0.374,0.009,0.677,0.282,0.645,0.403,0.458,0.59,0.066,0.015,0.015,0.19,0.105,0.003,0.082,0.039,0.157,0.118,0.023,0.013,0.01,0.001,0,0,0,0.001,0.028,0,0,0.003,0.004,0.038,0.001,0.033,0.017,0.001,0
"3806",0.88,0.383,0.043,0.708,0.561,0.053,0.354,0.009,0.006,0.698,0.245,0.824,0.713,0.045,0,0,0.046,0.49,0,0.005,0.07,0.001,0.055,0,0.003,0,0.024,0.004,0,0,0,0,0.005,0,0,0.001,0.003,0,0.003,0.021,0.001
"3807",0.333,0.045,0.427,0.555,0.145,0.014,0.204,0.029,0.018,0.278,0.064,0.366,0.435,0.013,0.001,0.014,0.056,0.001,0,0.017,0.001,0.001,0.101,0.164,0.033,0.004,0.013,0,0,0,0.003,0.003,0.01,0,0.001,0,0,0.004,0.007,0.032,0
"3808",0.418,0.478,0.932,0.902,0.732,0.84,0.615,0.785,0.979,0.379,0.052,0.04,0.001,0.03,0.106,0,0.412,0.024,0.019,0.002,0.021,0,0.008,0.007,0,0.001,0.022,0,0.008,0,0,0,0,0.001,0,0.002,0.074,0.006,0,0.026,0.041
"3809",0.709,0.655,0.962,0.993,0.623,0.782,0.029,0.766,0.371,0.07,0.001,0.218,0.01,0.129,0.002,0.039,0.003,0.002,0.012,0.016,0.001,0,0,0.007,0.063,0.08,0.006,0,0.006,0,0.04,0.005,0.001,0,0,0.001,0,0.001,0.001,0,0.001
"3810",0.018,0.332,0.675,0.591,0.389,0.367,0.308,0.057,0,0.638,0.388,0.018,0.303,0.026,0.034,0.079,0.002,0.036,0.008,0.099,0.031,0.021,0.008,0.141,0.14,0.032,0.003,0.001,0,0.154,0,0,0.001,0,0.003,0,0,0.001,0,0,0.001
"3811",0.425,0.256,0.522,0.021,0.628,0.019,0.312,0.325,0.498,0.096,0.802,0.142,0.083,0.016,0.002,0.001,0.019,0.046,0,0.004,0.002,0.053,0.033,0.001,0,0,0.002,0.004,0,0.004,0.003,0,0.004,0.004,0,0.001,0,0,0,0,0.001
"3812",0.657,0.319,0.255,0.568,0.13,0.037,0.043,0.862,0.563,0.059,0.004,0.453,0.011,0.022,0.004,0.002,0.001,0.209,0.084,0.008,0,0.025,0,0.006,0.003,0.004,0.001,0,0,0.014,0.058,0,0,0.006,0.029,0.004,0,0,0.005,0.053,0.001
"3813",0.713,0.597,0.764,0.593,0.389,0.574,0.839,0.687,0.137,0.389,0.734,0,0.028,0.065,0.032,0.038,0,0.271,0.075,0.005,0,0.187,0.004,0.001,0,0,0.021,0.015,0,0,0.001,0,0.01,0.055,0.001,0,0,0.001,0,0,0
"3814",0.75,0.618,0.894,0.994,0.568,0.922,1,0.059,0.916,0.64,0.106,0.001,0.168,0.002,0.003,0.038,0.822,0,0.148,0.044,0,0.048,0,0,0.013,0.001,0,0.031,0.009,0.01,0,0,0.073,0,0,0.001,0.018,0,0.004,0,0.009
"3815",0.753,0.688,0.104,0.915,0.964,0.783,0.753,0.282,0.61,0.392,0.016,0.604,0.005,0,0.011,0.233,0,0.002,0,0,0.002,0.003,0.012,0.001,0,0,0.111,0.054,0.011,0.025,0.013,0,0,0,0.001,0,0,0.023,0.001,0,0
"3816",0.259,0.616,0.037,0.294,0.686,0.389,0.584,0.032,0.039,0.018,0.137,0.874,0.07,0,0.017,0.078,0.022,0.013,0.002,0.007,0.002,0.003,0.067,0.003,0.009,0.012,0,0.003,0,0,0.001,0,0,0,0,0,0.121,0,0.001,0,0
"3817",0.871,0.276,0.874,0.124,0.128,0.559,0.012,0.273,0.024,0.094,0,0.389,0.049,0.009,0.068,0.191,0.012,0,0,0.035,0.011,0.022,0.005,0.008,0.037,0.029,0.009,0,0.001,0.019,0.089,0,0.001,0,0.001,0.031,0.008,0.021,0.001,0,0.043
"3818",0.5,0.624,0.949,0.204,0.807,0.193,0.966,0.108,0.952,0.607,0.075,0.374,0.031,0.072,0.002,0.037,0.081,0,0.021,0.022,0.026,0.321,0,0,0,0.001,0.041,0.002,0.049,0,0,0.019,0,0,0.05,0.005,0,0,0,0,0
"3819",0.069,0.799,0.437,0.547,0.743,0.664,0.003,0.848,0.396,0.132,0.941,0.012,0.582,0.202,0.112,0.205,0,0.124,0.001,0.001,0,0.012,0.004,0,0.043,0.021,0.001,0.001,0.026,0.03,0,0,0.003,0,0.014,0.004,0,0,0.008,0.034,0
"3820",0.241,0.6,0.347,0.623,0.2,0.181,0.561,0.638,0.086,0.709,0.233,0.017,0.032,0.071,0.896,0,0.007,0,0.001,0.006,0.001,0,0.07,0.011,0.001,0.03,0,0.004,0.01,0,0,0,0.002,0,0.022,0.004,0,0.09,0.002,0,0.007
"3821",0.19,0.276,0.646,0.142,0.169,0.772,0.296,0.8,0.664,0.234,0.082,0.008,0.057,0.062,0.964,0.106,0.032,0.019,0.003,0.287,0.013,0.005,0.077,0.006,0.097,0.044,0,0,0,0,0,0.001,0,0.008,0,0,0,0,0,0,0.055
"3822",0.233,0.616,0.573,0.114,0.922,0.875,0.541,0.047,0.419,0.772,0.017,0.009,0.004,0.006,0.167,0,0.126,0.002,0.004,0.271,0.092,0,0.035,0.002,0.013,0.001,0,0.002,0.003,0.029,0,0.001,0,0,0.001,0.001,0,0.016,0,0,0
"3823",0.21,0.002,0.327,0.459,0.483,0.03,0.979,0.173,0.887,0.133,0.444,0.173,0.04,0.003,0.057,0.026,0.006,0.006,0.008,0.006,0.198,0.061,0.004,0,0.007,0,0.015,0,0,0.01,0,0,0.072,0,0,0.03,0.057,0.036,0.001,0,0
"3824",0.503,0.777,0.29,0.545,0.569,0.434,0.29,0.699,0.023,0.074,0.202,0.003,0.002,0.257,0.497,0.001,0.05,0.095,0.234,0,0.02,0.002,0,0.009,0.006,0.004,0.047,0.016,0,0,0.047,0.004,0,0.003,0.001,0,0.001,0,0,0.01,0
"3825",0.346,0.453,0.747,0.181,0.281,0.016,0.923,0.653,0.235,0.31,0,0.017,0.023,0.122,0.229,0.096,0.01,0.001,0,0.001,0.003,0.037,0.026,0.004,0.027,0.001,0.133,0,0.047,0,0,0,0,0,0,0,0.001,0.009,0.04,0.001,0
"3826",0.572,0.957,0.294,0.008,0.739,0.325,0.962,0.43,0.429,0.059,0.051,0.042,0.01,0.678,0.007,0.016,0.009,0,0,0.133,0.001,0.003,0.08,0.068,0,0,0.017,0,0,0.02,0.007,0.003,0.009,0.01,0,0.004,0.006,0,0,0,0
"3827",0.5,0.362,0.709,0.809,0.221,0.786,0.602,0.493,0.007,0.831,0.348,0.007,0.053,0,0.291,0,0.806,0.144,0,0.014,0.001,0.001,0.009,0.013,0.001,0.024,0.016,0,0,0,0.006,0.014,0,0,0.008,0,0,0,0,0.016,0.01
"3828",0.65,0.749,0.234,0.707,0.361,0.64,0.718,0.988,0.158,0.983,0.108,0.651,0.001,0.757,0.019,0.835,0.067,0.074,0.025,0,0,0.011,0.001,0.002,0,0.038,0,0.066,0.049,0.005,0.001,0.025,0.015,0.008,0.007,0.004,0.001,0,0.025,0,0
"3829",0.352,0.423,0.117,0.193,0.669,0.208,0.003,0.287,0.365,0.305,0.281,0.035,0.004,0.168,0.002,0.014,0.168,0.005,0.003,0.002,0.052,0.005,0.003,0,0.003,0.013,0.003,0,0.132,0,0.013,0.116,0,0.002,0,0.009,0.007,0.001,0,0.002,0.013
"3830",0.447,0.235,0.739,0.013,0.283,0.509,0.822,0.013,0.51,0.047,0.17,0.358,0.572,0.003,0.114,0,0,0.015,0.124,0.03,0.002,0.154,0.011,0,0.051,0.001,0.04,0,0.01,0.003,0,0.005,0,0,0,0.003,0.004,0.001,0.072,0,0.002
"3831",0.695,0.597,0.222,0.607,0.677,0.088,0.014,0.343,0.042,0.001,0.284,0.308,0.193,0.272,0.005,0.021,0.002,0.017,0.002,0.015,0.001,0,0.047,0.01,0.067,0.017,0.002,0,0.001,0,0,0,0,0,0,0.04,0,0,0,0,0
"3832",0.849,0.012,0.837,0.073,0.633,0.994,0.64,0.554,0.827,0.051,0.633,0.211,0.541,0.806,0.553,0.008,0.004,0.006,0,0,0.025,0.001,0,0.04,0,0.006,0.005,0,0.002,0,0.007,0.013,0.043,0.014,0,0,0.007,0.006,0.03,0.016,0.002
"3833",0.365,0.778,0.067,0.121,0.286,0.169,0.263,0.202,0.048,0.094,0.027,0.027,0.007,0.009,0.088,0.001,0.051,0.038,0.001,0.221,0,0.004,0,0.005,0.028,0,0,0.052,0.001,0.029,0.001,0,0.012,0,0.003,0.016,0.001,0,0,0,0.004
"3834",0.896,0.317,0.235,0.296,0.101,0.922,0.214,0.809,0.691,0.014,0.062,0.03,0.009,0.193,0.1,0.15,0.035,0.097,0.108,0.002,0.022,0.176,0.039,0.01,0.001,0.006,0,0.025,0.004,0.001,0,0,0,0.007,0.032,0,0,0,0,0,0
"3835",0.776,0.228,0.358,0.693,0.026,0.477,0.736,0.101,0.416,0.842,0.001,0,0,0.031,0.014,0.586,0.001,0.184,0.006,0.06,0,0,0.006,0.001,0.048,0,0,0.178,0.019,0,0,0,0,0.004,0,0.007,0,0,0.002,0.014,0.001
"3836",0.141,0.889,0.734,0.051,0.674,0.096,0.632,0.041,0.742,0.454,0.192,0.837,0.269,0,0.067,0.025,0.011,0.211,0.022,0.001,0.06,0,0.043,0.001,0,0.001,0,0.009,0,0,0.044,0,0.002,0.001,0.001,0,0.009,0.001,0.03,0,0
"3837",0.509,0.342,0.049,0.285,0.104,0.993,0.136,0.415,0.098,0.338,0.024,0.152,0.008,0.213,0.035,0.002,0.003,0.005,0.011,0.005,0,0.006,0.001,0.005,0,0.018,0,0,0.057,0,0,0.092,0,0,0,0.006,0,0,0.002,0,0.001
"3838",0.54,0.705,0.667,0.951,0.97,0.263,0.545,0.495,0.879,0.172,0.504,0.175,0.103,0.934,0.008,0.076,0.025,0.001,0.006,0.032,0.002,0.006,0.012,0.003,0,0,0.034,0.004,0,0.002,0.005,0.002,0.083,0,0.001,0,0.004,0,0,0,0.006
"3839",0.324,0.701,0.375,0.517,0.897,0.619,0.01,0.882,0,0.846,0.021,0.279,0.06,0.164,0.18,0.717,0.015,0.006,0,0.002,0,0.001,0,0,0,0.001,0.04,0.003,0.01,0.024,0,0,0.076,0,0,0,0.003,0.002,0,0.022,0
"3840",0.02,0.832,0.334,0.269,0.106,0.52,0.52,0.502,0.226,0.045,0.001,0.007,0.171,0,0.007,0.213,0.107,0.172,0.04,0,0.003,0,0,0,0,0.003,0.002,0.015,0.025,0.024,0,0.003,0,0,0,0.005,0,0,0.006,0.001,0.006
"3841",0.495,0.383,0.212,0.953,0.083,0.022,0.724,0.022,0.966,0.216,0.17,0.054,0.079,0.017,0.154,0.105,0.004,0,0.13,0.001,0.002,0.003,0.003,0,0.041,0.004,0.014,0.003,0,0.024,0,0.022,0,0,0.012,0,0.016,0.003,0,0.001,0.003
"3842",0.917,0.254,0.987,0.003,0.216,0.342,0.734,0.018,0.677,0.019,0.134,0.014,0.918,0.003,0.019,0.608,0.081,0,0.014,0.109,0.096,0.001,0,0.001,0.001,0,0,0.005,0.003,0.003,0.015,0.005,0,0.045,0.008,0.001,0.006,0.108,0,0.086,0.001
"3843",0.976,0.067,0.076,0.219,0.229,0.662,0.685,0.007,0.812,0.846,0.014,0.936,0.925,0.01,0.104,0.661,0.009,0.006,0.066,0,0,0.067,0.021,0.003,0.073,0.003,0.019,0,0.003,0.013,0.002,0.002,0.001,0,0.001,0.13,0,0,0.051,0.144,0.002
"3844",0.938,0.102,0.87,0.315,0.831,0.475,0.734,0.548,0.284,0.068,0.017,0.776,0.008,0.099,0.128,0.098,0,0.243,0.012,0.005,0.013,0,0.011,0.046,0,0,0.013,0,0.005,0,0.003,0.006,0.004,0.022,0.001,0,0.002,0.042,0.017,0.017,0.033
"3845",0.37,0.545,0.595,0.446,0.899,0.793,0.653,0.104,0.414,0.043,0.456,0.694,0.366,0.752,0.002,0.061,0,0.01,0.004,0,0.232,0.001,0,0.04,0.026,0.028,0.002,0,0.036,0.002,0.005,0.004,0.041,0.024,0.008,0.03,0,0.001,0.001,0,0
"3846",0.769,0.87,0.8,0.278,0.163,0.502,0.933,0.125,0.706,0.72,0.198,0.042,0.024,0.039,0.041,0.402,0.012,0.003,0.006,0,0.001,0,0.032,0.007,0.011,0,0.016,0.026,0.005,0,0.008,0,0.003,0,0,0,0.001,0,0,0,0
"3847",0.019,0.454,0.616,0.35,0.844,0.691,0.539,0.035,0.179,0.302,0.634,0.011,0.09,0.003,0,0.105,0.01,0.926,0.014,0,0,0.003,0.006,0,0.023,0,0,0,0.044,0.055,0.001,0,0,0,0.001,0.001,0,0.001,0,0,0
"3848",0.965,0.314,0.67,0.818,0.086,0.89,0.897,0.36,0.906,0.068,0.128,0.51,0.013,0.05,0.273,0.25,0.003,0.475,0,0,0,0,0,0,0,0,0,0.058,0.004,0.004,0.002,0,0,0,0,0.009,0,0,0.001,0,0
"3849",0.627,0.615,0.372,0.794,0.148,0.791,0.488,0.831,0.004,0.804,0.325,0,0,0.019,0.003,0.134,0.016,0.014,0.008,0,0.048,0,0,0,0.023,0.008,0,0,0.028,0,0.002,0.018,0.098,0.003,0.001,0,0,0.001,0,0,0.004
"3850",0.422,0.234,0.738,0.577,0.565,0.334,0.646,0.551,0.711,0.272,0.082,0.006,0.011,0.036,0.016,0.003,0.002,0.011,0.214,0.005,0.002,0.002,0,0.37,0,0.022,0.027,0,0,0,0,0,0.001,0,0.001,0,0,0.006,0.001,0,0
"3851",0.822,0.071,0.626,0.009,0.27,0.235,0.758,0.4,0.05,0.27,0.708,0.52,0.002,0.129,0.528,0.247,0.001,0,0.076,0.183,0,0.003,0,0,0.008,0.066,0,0.098,0.015,0.002,0.002,0,0.004,0.013,0,0.002,0.001,0.001,0.01,0.015,0.001
"3852",0.801,0.818,0.816,0.161,0.856,0.556,0.078,0.528,0.058,0.02,0.404,0.213,0.06,0.015,0.027,0.108,0,0.043,0.074,0.021,0.03,0,0.008,0.053,0.004,0,0.006,0.001,0.02,0.001,0.001,0,0.023,0,0,0,0,0,0,0,0
"3853",0.337,0.84,0.764,0.363,0.15,0.43,0.087,0.686,0.104,0.005,0.068,0.46,0.711,0.546,0.019,0.089,0.01,0.007,0.001,0.018,0.002,0,0.001,0.016,0,0,0,0,0.001,0.026,0,0,0,0,0,0,0.001,0,0.172,0.003,0.006
"3854",0.03,0.189,0.137,0.253,0.004,0.782,0.064,0.53,0.816,0.665,0.252,0.086,0.005,0.916,0.034,0.672,0,0.038,0.002,0.009,0.003,0.019,0.046,0.004,0,0,0.004,0,0.005,0.003,0.019,0.009,0,0.005,0.003,0.001,0,0.009,0.003,0,0.002
"3855",0.224,0.089,0.264,0.62,0.777,0.67,0.202,0.008,0.02,0.135,0.108,0.22,0.241,0.029,0.005,0,0.022,0.001,0.076,0.157,0.005,0.037,0,0.004,0.005,0.001,0,0.149,0.001,0.136,0.021,0.004,0.03,0,0,0.011,0.001,0.002,0.003,0.018,0
"3856",0.946,0.046,0.324,0.52,0.782,0.262,0.821,0.468,0.065,0.021,0.697,0.036,0.136,0.141,0.773,0.02,0,0,0.007,0.019,0.009,0.003,0,0.003,0.032,0,0,0,0,0.017,0,0.153,0,0.015,0,0.005,0,0,0.005,0,0.007
"3857",0.713,0.416,0.955,0.937,0.807,0.194,0.994,0.359,0.659,0.17,0.727,0.168,0.002,0.153,0.055,0.003,0.003,0.029,0.003,0.002,0,0.004,0,0,0.001,0.001,0,0,0.001,0,0.07,0,0.004,0.002,0,0,0.001,0.045,0.001,0,0
"3858",0.378,0.358,0.892,0.681,0.242,0.316,0.757,0.819,0.753,0.002,0.486,0.009,0.331,0.003,0.053,0.018,0,0.012,0.001,0,0.001,0,0,0.159,0.036,0.001,0.026,0.007,0.002,0,0.003,0,0,0,0,0.001,0.001,0,0.017,0.007,0
"3859",0.118,0.814,0.481,0.533,0.323,0.021,0.025,0.283,0.93,0.006,0.026,0.109,0.008,0.004,0,0,0.139,0.05,0.007,0.002,0.004,0.077,0,0.008,0.002,0.02,0,0.01,0.01,0.016,0.023,0,0,0,0.005,0,0,0,0.002,0,0
"3860",0.013,0.18,0.216,0.76,0.008,0.051,0.884,0.35,0.943,0.159,0.812,0.053,0,0.023,0.001,0.012,0.03,0.004,0,0.023,0.002,0.004,0.014,0.014,0.001,0.005,0.008,0.002,0.005,0,0,0,0.002,0,0,0,0.002,0.001,0.003,0.027,0
"3861",0.149,0.665,0.408,0.574,0.718,0.578,0.503,0.174,0.231,0.047,0.583,0.361,0.256,0,0.285,0.024,0.002,0.09,0.849,0.008,0.001,0.061,0.001,0,0.004,0,0.01,0,0,0,0.003,0,0.002,0.014,0,0.097,0.004,0,0,0.008,0.003
"3862",0.248,0.71,0.683,0.906,0.822,0.069,0.002,0.09,0.97,0.056,0.38,0.058,0.004,0.019,0.308,0,0.013,0.001,0.128,0.005,0.002,0,0.014,0.003,0.006,0.04,0.003,0.004,0.002,0,0,0.006,0,0.006,0.052,0.001,0,0.002,0,0,0
"3863",0.501,0.002,0.667,0.445,0.596,0.635,0.075,0.36,0.857,0.001,0.124,0.138,0.002,0.867,0.203,0.082,0.044,0,0.126,0.008,0.003,0.021,0,0,0.064,0.004,0.011,0.001,0,0.049,0.025,0.006,0.001,0,0.02,0.003,0,0,0,0,0
"3864",0.919,0.796,0.802,0.259,0.54,0.241,0.537,0.083,0.002,0.326,0.107,0.168,0.002,0.005,0.007,0.016,0.003,0,0.001,0.018,0.088,0.003,0.123,0,0,0,0.012,0.001,0.003,0.01,0,0.009,0.013,0,0,0.001,0.005,0,0.019,0.003,0.011
"3865",0.738,0.498,0.077,0.237,0.159,0.55,0.162,0.01,0.342,0.098,0.629,0.855,0.489,0.007,0,0.001,0.007,0.09,0.011,0.021,0.004,0,0.076,0.031,0,0,0,0,0,0.004,0.003,0.001,0,0.007,0,0.009,0.004,0.002,0,0,0
"3866",0.702,0.218,0.493,0.576,0.84,0.032,0.007,0.057,0.027,0.017,0.163,0.016,0.037,0.097,0.048,0.046,0.161,0,0.005,0.002,0,0.003,0.006,0,0,0.004,0.001,0,0,0.004,0.02,0,0,0.018,0.017,0,0,0.008,0.014,0,0
